CO(GT),NOx(GT),Time,T
2.2,335.0,17,7.3
2.2,293.0,18,5.8
4.9,526.0,19,5.4
6.3,607.0,20,5.5
2.7,326.0,21,5.6
1.4,188.0,22,5.6
1.2,163.0,23,6.4
0.8,102.0,00,6.3
0.8,95.0,01,4.4
0.7,71.0,02,3.9
0.4,46.0,04,3.4
0.5,62.0,05,3.3
0.9,170.0,06,3.4
1.5,313.0,07,3.4
3.8,687.0,08,4.1
5.4,757.0,09,4.6
3.5,559.0,10,6.1
1.7,286.0,11,9.1
2.0,324.0,12,11.4
2.1,316.0,13,8.3
3.0,407.0,14,6.5
2.1,305.0,15,6.6
2.5,360.0,16,7.4
2.2,339.0,17,6.4
2.4,304.0,18,5.8
3.6,397.0,19,5.6
2.6,270.0,20,4.2
2.7,339.0,21,4.3
1.4,190.0,22,4.5
0.9,126.0,23,4.4
1.5,189.0,00,4.2
1.1,146.0,01,4.0
0.8,98.0,02,3.9
0.6,75.0,04,3.2
0.6,77.0,05,4.1
0.6,72.0,06,4.2
0.7,152.0,07,4.5
1.7,337.0,08,4.4
1.9,360.0,09,4.3
1.4,243.0,10,3.1
1.3,277.0,11,2.8
1.2,266.0,12,3.9
1.9,317.0,13,5.1
2.5,375.0,14,5.7
2.3,349.0,15,5.6
2.3,377.0,16,5.4
2.5,403.0,17,4.9
2.8,422.0,18,4.8
2.7,388.0,19,4.8
3.1,431.0,20,4.6
2.9,425.0,21,4.2
2.6,391.0,22,4.3
1.5,231.0,23,4.2
1.6,248.0,00,3.2
1.1,142.0,01,5.1
0.9,117.0,02,4.0
0.6,87.0,05,3.3
0.8,197.0,06,3.6
1.5,290.0,07,3.8
3.1,621.0,08,4.1
3.8,645.0,09,3.9
2.7,573.0,10,4.1
1.8,414.0,11,4.6
1.4,314.0,12,5.5
1.7,317.0,13,6.7
1.9,290.0,14,7.9
2.2,385.0,15,8.5
3.0,507.0,16,7.6
3.0,534.0,17,7.2
3.9,601.0,18,6.7
4.0,583.0,19,6.1
3.9,551.0,20,6.3
3.5,547.0,21,6.0
2.4,385.0,22,5.6
2.1,318.0,23,5.5
2.5,356.0,00,5.3
2.1,326.0,01,5.2
1.5,233.0,02,5.1
1.0,116.0,04,5.0
0.8,120.0,05,5.0
1.0,228.0,06,5.2
1.4,303.0,07,5.3
4.2,529.0,10,8.3
3.3,615.0,11,10.8
1.7,298.0,12,13.0
2.1,317.0,13,10.9
2.2,305.0,14,11.5
1.8,253.0,15,12.5
2.0,296.0,16,12.6
2.3,293.0,17,12.3
2.8,353.0,18,10.2
3.4,399.0,19,8.6
4.0,454.0,20,7.8
2.3,356.0,21,7.3
2.7,473.0,22,6.2
2.7,482.0,23,5.1
2.8,443.0,00,4.7
2.1,373.0,01,4.0
1.9,320.0,02,3.4
1.7,233.0,04,2.3
1.3,161.0,05,3.8
0.9,137.0,06,4.6
1.0,144.0,07,5.7
1.0,182.0,08,6.2
1.5,227.0,09,6.7
1.5,203.0,10,8.8
1.4,179.0,11,9.6
2.4,171.0,12,9.8
2.8,181.0,13,9.9
2.9,175.0,14,9.8
2.6,148.0,15,9.7
2.5,132.0,16,9.0
2.7,162.0,17,7.4
2.8,185.0,18,6.4
3.0,234.0,19,6.8
3.7,275.0,20,7.3
3.5,272.0,21,7.2
3.8,331.0,22,6.7
4.3,347.0,23,5.9
4.8,488.0,00,6.3
4.2,404.0,01,5.5
3.3,255.0,02,4.6
1.0,108.0,05,3.7
0.9,107.0,06,1.6
1.1,188.0,07,1.4
1.1,225.0,08,2.5
1.2,208.0,09,3.7
1.7,270.0,10,7.8
1.6,202.0,11,11.2
1.4,168.0,12,12.6
1.8,191.0,13,10.3
1.1,149.0,14,10.0
0.9,101.0,15,8.8
1.1,134.0,16,8.3
1.1,150.0,17,7.9
1.2,188.0,18,6.8
1.6,254.0,19,6.0
2.6,324.0,20,5.5
1.5,238.0,21,4.6
1.0,128.0,22,4.5
1.3,169.0,23,4.3
1.6,215.0,00,4.0
1.0,111.0,01,4.0
0.6,60.0,02,4.0
0.3,29.0,04,3.8
0.3,25.0,05,3.6
0.3,34.0,06,2.8
0.4,89.0,07,2.5
1.0,212.0,08,2.7
1.2,216.0,09,2.7
1.0,191.0,10,3.3
0.9,200.0,11,3.1
0.8,164.0,12,3.7
1.1,185.0,13,4.0
1.0,156.0,14,3.7
0.8,155.0,15,3.4
0.9,158.0,16,3.3
0.9,166.0,17,2.6
2.0,268.0,18,2.1
2.4,309.0,19,1.6
2.5,297.0,20,1.4
1.6,225.0,21,1.0
0.9,122.0,22,1.1
0.7,100.0,23,1.0
0.6,86.0,00,1.0
0.6,71.0,01,0.7
0.4,39.0,02,0.2
0.2,29.0,04,-0.1
0.2,32.0,05,-0.3
0.2,37.0,06,-0.6
0.5,134.0,07,-0.6
1.5,358.0,08,-0.2
1.9,354.0,09,0.6
1.4,284.0,10,2.8
0.9,213.0,11,3.1
0.7,174.0,12,3.3
0.8,157.0,13,3.1
1.0,178.0,14,3.2
0.9,187.0,15,3.3
1.0,198.0,16,4.1
0.9,186.0,17,3.9
1.4,203.0,18,1.9
2.1,313.0,19,1.8
2.8,342.0,20,1.4
2.2,310.0,21,0.8
1.0,165.0,22,0.6
1.1,152.0,23,0.3
0.9,141.0,00,0.2
0.8,122.0,01,0.0
0.6,79.0,02,-0.1
0.4,77.0,05,-1.3
0.5,124.0,06,-1.2
0.7,159.0,07,-1.3
2.4,396.0,08,-1.9
2.8,479.0,09,-0.5
2.0,438.0,10,4.6
2.2,466.0,11,7.5
1.4,288.0,12,9.6
1.2,205.0,13,9.3
1.9,311.0,14,9.7
1.3,246.0,15,10.1
2.0,356.0,16,11.8
2.0,397.0,17,11.6
3.4,579.0,18,9.1
5.1,819.0,19,7.2
5.3,754.0,20,6.1
2.8,473.0,21,5.1
1.6,300.0,22,4.8
1.4,235.0,23,5.0
1.4,207.0,00,4.1
1.4,204.0,01,4.4
1.1,155.0,02,3.8
1.0,179.0,04,3.4
1.0,143.0,05,2.9
1.2,212.0,06,2.8
1.4,263.0,07,2.9
3.0,648.0,08,3.8
4.2,717.0,09,5.9
2.1,389.0,10,7.3
2.0,438.0,11,3.6
1.6,282.0,12,3.6
1.4,268.0,13,5.3
1.6,248.0,14,6.1
1.5,272.0,15,6.0
1.7,291.0,16,6.3
1.9,363.0,17,6.3
3.8,660.0,18,5.6
5.4,907.0,19,4.9
4.2,639.0,20,4.3
3.8,574.0,21,4.3
2.3,373.0,22,4.6
2.1,330.0,23,4.4
2.3,336.0,00,4.3
2.3,347.0,01,4.1
1.7,241.0,02,3.9
0.6,96.0,04,4.5
0.9,147.0,05,4.0
1.1,210.0,06,3.7
1.9,409.0,07,3.1
3.7,719.0,08,3.7
6.1,959.0,09,5.0
4.6,744.0,10,6.5
3.3,583.0,11,7.6
3.3,597.0,12,8.6
3.4,550.0,13,10.9
3.6,499.0,14,12.3
3.9,470.0,15,12.5
4.8,568.0,16,11.9
3.9,525.0,17,12.3
3.6,481.0,18,10.8
3.6,414.0,19,8.9
4.6,565.0,20,8.4
2.3,303.0,21,7.5
1.6,221.0,22,6.9
1.8,260.0,23,6.6
2.2,327.0,00,6.3
2.1,344.0,01,5.4
1.7,270.0,02,5.8
1.1,136.0,05,4.2
1.1,194.0,06,3.1
0.8,168.0,07,4.6
1.3,254.0,08,5.0
2.3,410.0,09,7.0
1.1,166.0,10,10.0
1.1,162.0,11,13.0
1.5,188.0,12,14.0
1.6,199.0,13,13.3
2.2,272.0,14,13.4
1.5,180.0,15,13.5
1.8,255.0,16,13.0
2.0,251.0,17,11.6
1.9,258.0,18,8.6
2.5,344.0,19,8.5
2.6,380.0,20,7.8
3.2,464.0,21,7.2
2.2,304.0,22,6.5
1.9,258.0,23,6.5
2.4,358.0,00,6.8
1.8,278.0,01,7.0
0.9,116.0,02,7.2
0.7,60.0,04,6.8
0.6,51.0,05,5.8
0.5,33.0,06,5.8
0.6,80.0,07,5.5
0.6,103.0,08,5.9
0.7,93.0,09,7.3
0.7,108.0,10,9.4
0.9,107.0,11,11.2
1.0,122.0,12,12.3
1.0,122.0,13,14.8
1.4,156.0,14,13.1
3.0,246.0,15,13.3
1.5,205.0,16,12.0
1.7,257.0,17,11.5
2.3,228.0,18,10.1
2.5,321.0,19,8.6
2.1,270.0,20,8.0
1.5,203.0,21,7.5
1.4,201.0,22,6.8
1.4,207.0,23,6.1
1.4,180.0,00,5.6
1.2,140.0,01,5.4
0.9,93.0,02,5.1
0.4,35.0,04,5.2
0.4,47.0,05,4.5
0.5,68.0,06,5.2
0.7,131.0,07,5.6
1.5,289.0,08,5.9
1.9,322.0,09,6.9
1.6,330.0,10,8.6
1.4,339.0,11,9.6
1.3,316.0,12,10.6
1.3,218.0,13,10.2
1.2,177.0,14,10.0
1.3,278.0,15,9.7
1.4,313.0,16,9.7
1.7,351.0,17,9.4
2.5,374.0,18,7.9
3.8,431.0,19,6.9
4.2,468.0,20,6.1
2.8,368.0,21,5.0
1.5,239.0,22,4.2
1.8,292.0,23,3.9
1.5,205.0,00,3.0
1.5,255.0,01,2.5
1.2,220.0,02,2.0
0.7,153.0,05,1.4
0.7,224.0,06,0.9
1.3,295.0,07,0.3
3.4,667.0,08,0.9
5.5,867.0,09,4.1
4.1,666.0,10,7.7
3.0,595.0,11,10.9
1.9,421.0,12,13.7
1.8,292.0,13,14.0
2.1,308.0,14,14.1
2.3,347.0,15,15.0
2.3,377.0,16,16.5
2.0,325.0,17,15.8
3.1,508.0,18,13.2
5.1,768.0,19,11.0
5.9,764.0,20,9.5
3.2,500.0,21,8.5
2.4,463.0,22,7.5
1.4,258.0,23,6.6
1.4,214.0,00,5.5
1.3,191.0,01,4.9
1.0,154.0,02,4.6
0.8,113.0,04,3.8
0.9,167.0,05,2.3
0.9,235.0,06,2.0
1.7,372.0,07,2.0
4.3,877.0,08,3.3
6.0,900.0,09,5.7
3.8,733.0,10,8.3
3.3,691.0,11,10.5
2.3,457.0,12,14.5
2.4,369.0,13,15.7
2.2,285.0,14,16.1
1.9,279.0,15,17.3
1.7,198.0,16,17.6
1.9,229.0,17,18.0
3.8,477.0,18,14.6
5.3,679.0,19,12.8
5.9,682.0,20,11.5
5.5,679.0,21,10.6
2.0,298.0,22,9.7
1.8,265.0,23,8.3
1.6,196.0,00,7.8
1.3,155.0,01,7.5
1.1,131.0,02,6.1
1.0,165.0,04,4.0
0.8,169.0,05,4.2
0.9,224.0,06,5.3
1.3,249.0,07,4.3
4.1,863.0,08,4.8
3.9,665.0,09,7.5
3.5,670.0,10,11.7
2.7,500.0,11,14.7
2.3,428.0,12,17.4
2.1,306.0,14,19.1
2.2,334.0,15,19.5
1.8,268.0,16,20.2
1.9,284.0,17,19.8
2.7,393.0,18,16.5
4.7,603.0,19,14.5
5.4,757.0,20,12.8
4.2,684.0,21,11.5
2.1,426.0,22,9.5
1.4,254.0,23,8.3
1.4,227.0,00,7.7
1.4,221.0,01,6.8
1.0,155.0,02,5.7
0.8,120.0,03,5.7
0.7,128.0,05,4.9
0.6,148.0,06,4.5
0.2,233.0,07,3.8
1.5,470.0,08,4.3
3.5,679.0,09,7.1
3.0,796.0,10,11.1
1.0,339.0,12,17.2
1.5,354.0,13,17.8
2.2,466.0,14,18.8
1.7,417.0,15,19.3
1.1,289.0,16,18.8
1.3,324.0,17,18.2
1.5,376.0,18,16.0
3.4,619.0,19,13.8
3.8,689.0,20,12.9
2.8,582.0,21,12.8
0.8,287.0,22,12.2
0.5,238.0,23,10.6
1.0,312.0,00,10.3
0.4,231.0,01,10.2
0.4,234.0,02,10.0
0.3,195.0,03,10.2
0.1,132.0,08,10.6
0.2,178.0,09,12.6
0.6,218.0,10,15.0
0.7,246.0,11,14.2
0.6,252.0,12,15.1
0.3,208.0,13,18.0
0.5,219.0,14,17.9
0.2,160.0,15,17.7
0.4,191.0,16,17.6
0.7,270.0,17,17.5
0.9,285.0,18,15.6
0.8,289.0,19,14.0
2.4,550.0,20,13.2
3.3,679.0,21,12.0
0.9,314.0,22,11.6
0.1,166.0,23,12.0
0.1,157.0,00,12.5
0.1,173.0,01,12.3
0.2,184.0,02,12.4
0.1,166.0,09,12.9
0.3,260.0,10,13.9
1.0,362.0,11,13.5
1.6,415.0,12,13.2
1.4,358.0,13,14.2
0.3,170.0,14,17.2
0.1,130.0,15,19.9
0.3,177.0,16,19.7
0.5,233.0,17,19.0
0.8,282.0,18,16.4
3.2,583.0,19,15.1
2.8,566.0,20,14.8
1.0,323.0,21,14.6
0.9,318.0,22,13.7
0.9,336.0,23,13.2
0.4,196.0,00,13.2
0.4,193.0,01,11.7
0.3,192.0,02,9.9
0.1,147.0,03,9.8
0.8,117.0,05,8.4
1.0,201.0,06,9.2
1.6,318.0,07,9.9
3.5,658.0,08,10.8
4.0,680.0,09,11.7
3.5,497.0,10,13.7
1.6,290.0,11,16.3
1.5,230.0,12,17.9
1.5,215.0,13,19.3
1.7,226.0,14,20.1
1.6,240.0,15,20.0
2.4,391.0,16,20.2
3.4,492.0,17,18.9
5.4,700.0,18,17.9
6.5,782.0,19,16.7
6.5,728.0,20,15.9
4.0,510.0,21,15.3
2.1,308.0,22,13.7
1.6,248.0,23,12.7
1.5,233.0,00,12.2
0.7,96.0,01,13.0
0.7,90.0,02,11.1
0.6,95.0,03,10.1
0.5,68.0,04,11.6
0.4,75.0,05,10.1
0.6,145.0,06,9.3
0.9,185.0,07,10.1
2.6,506.0,08,10.4
3.3,485.0,09,13.0
4.0,684.0,10,16.4
3.1,562.0,11,19.1
2.2,357.0,12,21.0
2.1,306.0,13,22.1
2.2,292.0,14,22.2
1.9,305.0,15,23.6
2.5,386.0,16,23.6
2.9,408.0,17,22.8
3.9,521.0,18,20.3
6.3,766.0,19,18.0
7.4,841.0,20,16.4
5.7,754.0,21,14.9
2.3,350.0,22,13.8
1.5,244.0,23,13.2
1.4,221.0,00,11.8
1.1,183.0,01,11.4
0.9,166.0,02,11.3
0.7,133.0,03,10.7
0.6,147.0,04,9.0
0.6,119.0,05,8.0
0.8,179.0,06,7.5
1.0,178.0,07,7.6
2.1,390.0,08,8.7
4.2,579.0,09,11.7
4.3,735.0,10,15.9
3.2,568.0,11,19.3
2.8,487.0,12,23.1
2.4,343.0,13,26.1
2.5,351.0,14,26.8
2.9,417.0,15,28.4
3.0,509.0,16,28.8
3.6,573.0,17,27.9
3.5,518.0,18,24.1
4.8,641.0,19,21.0
4.4,544.0,20,18.4
4.9,582.0,21,16.9
2.9,407.0,22,15.5
2.1,327.0,23,14.3
1.6,221.0,00,14.7
1.2,142.0,01,13.3
0.9,123.0,02,12.6
0.7,106.0,03,11.5
0.5,85.0,05,9.8
0.6,114.0,06,9.0
1.3,299.0,07,7.9
3.8,723.0,08,9.5
5.6,745.0,09,13.2
4.4,668.0,10,16.9
3.0,571.0,11,20.8
2.2,388.0,12,24.3
2.0,323.0,13,26.7
2.2,312.0,14,27.1
2.1,320.0,15,28.3
2.2,322.0,16,27.8
1.9,276.0,17,26.2
2.7,341.0,18,22.7
3.9,531.0,19,20.2
5.6,653.0,20,17.3
4.9,646.0,21,16.1
2.2,333.0,22,14.6
1.9,299.0,23,13.7
1.4,224.0,00,12.4
1.3,195.0,01,11.9
1.1,209.0,02,10.4
0.9,168.0,03,8.9
0.9,153.0,04,8.2
0.7,140.0,05,7.7
0.8,184.0,06,7.2
1.2,266.0,07,7.5
2.9,518.0,08,8.7
5.4,681.0,09,12.0
4.3,558.0,10,15.4
3.1,457.0,11,18.8
2.4,353.0,12,22.2
2.3,313.0,13,24.7
2.3,290.0,14,25.0
2.3,318.0,15,25.9
3.4,479.0,16,25.6
3.7,494.0,17,25.1
4.1,551.0,18,22.1
5.6,701.0,19,19.1
5.3,571.0,20,16.7
4.9,643.0,21,15.5
2.0,282.0,22,13.3
1.9,251.0,23,12.1
2.2,307.0,00,11.8
1.9,282.0,01,11.6
1.1,160.0,02,11.8
1.0,125.0,03,12.3
0.9,106.0,04,12.2
0.9,111.0,05,12.1
0.7,115.0,06,11.8
1.0,156.0,07,11.9
2.0,320.0,08,12.2
2.7,380.0,09,12.8
2.5,371.0,10,13.4
2.4,343.0,11,14.5
2.2,297.0,12,15.8
2.1,281.0,13,17.5
1.8,220.0,14,19.5
1.4,174.0,15,21.2
2.1,260.0,16,21.7
1.7,222.0,17,20.5
1.9,266.0,18,18.2
2.7,387.0,19,16.2
3.2,425.0,20,15.0
3.3,484.0,21,14.1
2.3,325.0,22,13.2
1.9,257.0,23,13.5
1.9,273.0,00,13.6
1.9,276.0,01,13.6
1.5,202.0,02,13.4
1.1,132.0,03,13.2
0.8,87.0,05,12.6
0.6,70.0,06,13.1
0.7,113.0,07,12.4
0.7,112.0,08,13.3
1.0,140.0,09,14.0
1.5,214.0,10,15.4
2.4,334.0,11,17.0
1.6,203.0,12,18.6
1.2,163.0,13,21.5
0.9,110.0,14,21.3
0.9,107.0,15,23.1
1.1,135.0,16,22.1
1.4,187.0,17,21.5
1.7,240.0,18,19.3
2.9,398.0,19,17.3
4.0,585.0,20,16.0
4.0,590.0,21,15.6
1.9,295.0,22,14.8
1.5,209.0,23,13.8
1.5,183.0,00,13.1
1.6,177.0,01,13.3
1.1,126.0,02,13.3
0.8,100.0,03,13.1
0.7,83.0,04,12.2
0.6,84.0,05,11.6
0.7,113.0,06,12.9
1.3,270.0,07,12.8
3.2,487.0,08,13.5
6.1,723.0,09,14.7
4.3,614.0,10,15.9
2.6,395.0,11,18.3
2.0,310.0,12,19.8
1.8,259.0,13,21.6
2.1,251.0,14,23.3
2.1,261.0,15,23.8
2.0,241.0,16,22.8
2.6,317.0,17,22.8
4.5,505.0,18,20.9
6.4,669.0,19,18.6
6.0,638.0,20,17.2
3.8,433.0,21,15.3
2.1,252.0,22,14.2
1.2,154.0,23,13.8
1.3,152.0,00,13.3
1.5,181.0,01,12.6
0.9,109.0,02,12.8
0.7,73.0,03,12.8
0.5,83.0,04,12.0
0.6,90.0,05,10.6
0.7,151.0,06,10.9
0.9,191.0,07,10.3
2.2,403.0,08,11.8
4.7,555.0,09,14.1
4.5,551.0,10,16.5
3.1,473.0,11,20.2
2.8,388.0,12,21.7
2.4,296.0,13,23.5
2.5,283.0,14,23.5
2.0,256.0,15,25.5
1.7,234.0,16,25.5
1.7,215.0,17,22.9
3.3,454.0,18,21.3
4.5,605.0,19,20.1
5.8,529.0,20,18.6
4.3,354.0,21,17.4
3.0,195.0,22,16.4
2.8,161.0,23,16.3
2.7,187.0,00,16.0
2.4,156.0,01,15.6
2.2,116.0,02,15.4
2.0,83.0,03,15.2
0.5,78.0,05,15.0
0.7,127.0,06,14.2
1.2,279.0,07,14.0
3.9,649.0,08,15.4
4.9,593.0,09,17.8
4.6,584.0,10,19.4
3.4,563.0,11,21.4
2.0,337.0,12,22.9
1.9,272.0,13,24.2
2.4,322.0,14,24.5
2.4,362.0,15,23.1
2.2,361.0,16,23.3
2.5,431.0,17,23.2
3.9,545.0,18,22.7
6.2,796.0,19,21.0
7.2,874.0,20,19.5
3.9,551.0,21,18.8
2.4,393.0,22,17.7
2.3,369.0,23,16.7
1.9,314.0,00,15.9
1.7,294.0,01,15.1
0.9,165.0,02,15.3
0.7,143.0,03,13.1
0.5,93.0,04,13.3
0.4,111.0,05,12.4
0.4,105.0,06,12.9
0.7,173.0,07,11.9
3.1,541.0,08,13.4
3.4,581.0,09,16.1
3.5,591.0,10,17.9
3.2,653.0,11,18.2
3.2,690.0,12,16.0
3.3,602.0,13,17.6
3.0,489.0,14,20.9
2.0,288.0,15,24.1
2.3,323.0,16,22.9
2.2,301.0,17,22.2
2.7,335.0,18,21.3
5.9,659.0,19,20.1
7.5,847.0,20,18.8
5.0,691.0,21,18.2
4.0,590.0,22,17.4
2.7,449.0,23,17.0
2.0,316.0,00,16.2
1.5,239.0,01,15.3
1.0,165.0,02,15.2
1.0,152.0,03,13.9
0.9,144.0,04,13.6
0.8,126.0,05,13.7
0.6,132.0,06,13.7
1.0,228.0,07,14.1
3.2,580.0,08,14.8
4.3,564.0,09,16.0
2.7,369.0,10,18.4
1.6,260.0,11,20.4
1.4,371.0,12,21.3
2.3,513.0,13,20.4
2.1,471.0,14,21.1
1.4,378.0,15,21.5
3.4,445.0,16,21.7
3.8,483.0,17,21.0
4.9,530.0,18,20.4
5.7,649.0,19,19.4
5.5,604.0,20,18.8
3.9,486.0,21,18.2
3.1,402.0,22,17.7
2.0,268.0,23,17.7
2.5,350.0,00,17.1
2.2,312.0,01,16.8
1.5,243.0,02,16.6
1.2,202.0,03,16.1
0.8,139.0,05,16.3
0.1,156.0,06,16.1
1.1,175.0,07,16.1
1.7,281.0,08,16.5
2.1,322.0,09,17.4
2.3,369.0,10,18.4
2.1,366.0,11,19.1
1.9,301.0,12,21.2
1.7,232.0,13,22.3
1.3,156.0,14,23.7
1.3,169.0,15,23.1
1.6,203.0,16,25.7
2.2,260.0,17,24.3
2.3,289.0,18,21.9
2.2,273.0,19,19.7
2.0,263.0,20,18.7
2.3,295.0,21,17.8
2.2,303.0,22,17.3
1.6,209.0,23,16.5
1.6,200.0,00,16.3
1.3,174.0,01,16.5
1.0,115.0,02,16.6
1.0,122.0,03,16.2
1.0,105.0,04,15.9
0.8,102.0,05,15.8
0.7,96.0,06,15.8
1.1,144.0,07,15.6
1.1,152.0,08,15.2
1.1,156.0,09,14.5
1.4,208.0,10,15.2
1.3,174.0,11,15.9
1.5,206.0,12,17.5
1.3,160.0,13,18.1
0.8,91.0,14,18.6
0.9,106.0,15,16.2
1.4,199.0,16,15.4
1.8,299.0,17,14.4
1.6,272.0,18,13.8
1.8,285.0,19,13.9
2.1,307.0,20,14.2
1.9,237.0,21,14.1
1.7,244.0,22,14.4
1.9,284.0,23,14.6
1.6,221.0,00,14.4
1.2,173.0,01,14.4
1.0,144.0,02,14.1
1.0,117.0,03,13.7
0.8,89.0,04,13.9
0.6,97.0,05,13.8
0.6,95.0,06,13.9
1.0,166.0,07,14.1
1.0,160.0,08,15.0
1.3,176.0,09,16.4
1.5,216.0,10,17.8
1.6,220.0,11,20.8
1.4,183.0,12,21.6
1.4,154.0,13,23.1
1.2,132.0,14,23.6
1.3,140.0,15,25.1
1.4,186.0,16,24.7
1.6,213.0,17,24.2
2.8,376.0,18,22.7
3.7,508.0,19,19.6
2.9,388.0,20,17.6
1.8,250.0,21,16.2
1.6,232.0,22,15.2
1.7,229.0,23,14.5
1.5,184.0,00,14.3
1.0,117.0,01,14.7
0.8,103.0,02,13.4
0.5,66.0,03,14.2
0.5,95.0,05,13.7
1.0,188.0,06,12.9
3.0,527.0,07,13.2
5.1,623.0,08,14.4
4.3,606.0,09,15.3
3.3,460.0,10,17.7
2.4,346.0,11,19.6
2.4,296.0,12,18.1
2.5,321.0,13,18.0
2.3,312.0,14,18.6
2.7,355.0,15,18.3
2.7,349.0,16,18.3
3.3,385.0,17,18.3
3.9,456.0,18,18.5
2.6,306.0,19,17.1
3.2,402.0,20,16.4
2.3,340.0,21,15.2
1.4,206.0,22,14.6
1.1,158.0,23,13.5
1.2,178.0,00,13.0
0.9,118.0,01,13.0
0.7,95.0,02,11.6
0.5,84.0,03,12.5
0.4,82.0,04,11.5
0.5,122.0,05,10.2
0.8,146.0,06,11.0
2.3,397.0,07,10.7
2.9,371.0,08,12.1
3.1,454.0,09,15.1
2.7,433.0,10,18.6
1.8,287.0,11,20.9
1.9,265.0,12,23.6
1.8,225.0,13,25.6
1.8,210.0,14,26.1
1.8,215.0,15,26.6
1.7,227.0,16,25.1
3.2,403.0,17,24.1
3.4,444.0,18,21.5
4.2,475.0,19,19.3
3.5,438.0,20,18.2
2.0,254.0,21,16.8
1.4,172.0,22,16.0
1.5,174.0,23,15.3
1.2,146.0,00,14.5
1.1,134.0,01,14.2
0.7,83.0,02,13.9
0.6,81.0,03,13.1
0.5,73.0,04,12.9
0.6,104.0,05,12.3
0.9,191.0,06,12.6
4.0,673.0,07,12.7
4.1,547.0,08,16.8
1.9,275.0,09,20.3
1.3,200.0,10,21.0
1.2,185.0,11,21.0
1.2,164.0,12,22.8
1.2,150.0,13,24.0
0.9,134.0,14,22.6
1.0,128.0,15,22.5
1.1,150.0,16,21.5
1.5,171.0,17,21.4
2.1,204.0,18,20.0
2.1,215.0,19,17.8
1.5,156.0,20,16.3
1.0,114.0,21,16.3
0.8,81.0,22,15.6
0.8,83.0,23,15.1
0.7,69.0,00,15.1
0.6,53.0,01,14.6
0.5,36.0,02,14.5
0.5,30.0,03,13.6
0.5,88.0,05,13.5
0.6,135.0,06,13.7
1.5,280.0,07,13.7
1.9,313.0,08,16.1
1.3,205.0,09,16.1
1.0,180.0,10,16.5
1.0,197.0,11,18.9
1.1,172.0,12,19.2
1.3,184.0,13,19.9
1.0,160.0,14,19.2
1.1,176.0,15,19.4
1.4,219.0,16,18.9
1.5,222.0,17,19.3
1.6,231.0,18,17.1
2.2,248.0,19,15.6
1.4,183.0,20,13.8
0.9,144.0,21,13.1
0.8,132.0,22,13.2
1.1,180.0,23,13.6
1.5,280.0,00,13.1
1.1,167.0,01,12.7
0.6,102.0,02,12.2
0.5,92.0,03,11.9
0.4,63.0,04,11.2
0.4,59.0,05,11.0
0.6,163.0,06,10.7
0.9,227.0,07,11.1
0.9,183.0,08,14.2
0.8,145.0,09,15.6
1.0,150.0,10,16.3
0.8,138.0,11,17.0
0.8,134.0,12,19.3
1.0,137.0,13,20.5
0.8,112.0,14,22.0
0.8,112.0,15,21.7
0.9,149.0,16,21.6
1.1,159.0,17,21.0
1.1,161.0,18,18.6
1.2,171.0,19,15.5
1.1,167.0,20,14.3
0.8,116.0,21,13.5
0.7,105.0,22,13.1
0.7,125.0,23,13.5
0.8,140.0,00,13.5
0.8,109.0,01,12.7
0.7,99.0,02,12.0
0.8,120.0,03,10.5
0.5,83.0,04,10.1
0.3,60.0,05,9.6
0.4,75.0,06,9.1
0.6,127.0,07,8.9
0.7,134.0,08,13.5
1.2,192.0,09,17.8
1.4,166.0,10,21.1
1.3,171.0,11,24.0
1.4,177.0,12,26.5
1.0,119.0,13,28.7
1.0,121.0,14,28.5
1.1,142.0,15,30.0
1.3,197.0,16,29.4
1.4,242.0,17,28.9
1.2,190.0,18,22.8
2.7,367.0,19,19.9
2.5,355.0,20,17.5
1.5,235.0,21,16.4
1.6,233.0,22,15.5
1.2,170.0,23,14.3
0.9,117.0,00,14.2
0.6,70.0,01,13.8
0.5,69.0,02,12.1
0.4,62.0,03,11.3
0.5,77.0,05,10.4
1.1,182.0,06,9.5
4.0,594.0,07,9.7
5.0,586.0,08,13.5
3.9,523.0,09,18.2
3.1,472.0,10,21.9
2.4,353.0,11,24.3
2.4,293.0,12,26.9
2.1,235.0,13,28.3
2.2,265.0,14,28.5
